Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used
2023/6/18,JE-15475,59,Male,Belt,Accessories,84,Beijing,S,Olive,Summer,2.8,Yes,Yes,Yes
2023/4/15,JE-15475,52,Male,Gloves,Accessories,51,Shanghai,S,Purple,Spring,4.3,Yes,Yes,Yes
2023/3/2,TH-21550,20,Male,Skirt,Clothing,26,Sichuan,S,Lavender,Spring,3.9,Yes,Yes,Yes
2023/9/16,TH-21550,31,Male,Shorts,Clothing,64,Shanghai,L,Gray,Fall,2.7,Yes,Yes,Yes
2023/8/22,TH-21550,33,Male,Backpack,Accessories,51,Shaanxi,M,Red,Summer,4.7,Yes,Yes,Yes
2023/1/26,PC-18745,44,Male,Hoodie,Clothing,60,Guangdong,L,Purple,Winter,3.8,Yes,Yes,Yes
2023/5/18,PC-18745,40,Male,Hat,Accessories,69,Hainan,XL,Olive,Spring,4.7,Yes,Yes,Yes
2023/5/9,HL-15040,69,Male,Jewelry,Accessories,29,Anhui,M,Lavender,Spring,4.7,Yes,Yes,Yes
2023/11/14,MS-17365,29,Male,Shirt,Clothing,91,Jiangsu,M,Gray,Fall,3.4,Yes,Yes,Yes
2023/3/26,GB-14530,54,Male,Belt,Accessories,70,Yunnan,L,Red,Spring,3.5,Yes,Yes,Yes
2023/8/28,JR-16210,65,Male,Sweater,Clothing,58,Jiangsu,M,Peach,Summer,4,Yes,Yes,Yes
2023/9/15,TD-20995,54,Male,Hat,Accessories,98,Jiangxi,L,Gray,Fall,3.3,Yes,Yes,Yes
2023/1/17,TD-20995,60,Male,Scarf,Accessories,68,Shanghai,L,Violet,Winter,4.7,Yes,Yes,Yes
2023/11/2,DB-13060,43,Male,Hat,Accessories,44,Heilongjiang,M,Beige,Fall,2.8,Yes,Yes,Yes
2023/4/3,LC-17140,44,Male,Jacket,Outerwear,45,Heilongjiang,M,Blue,Spring,3.3,Yes,Yes,Yes
2023/12/12,LC-17140,69,Male,T-shirt,Clothing,99,Jiangxi,L,Magenta,Winter,2.9,Yes,Yes,Yes
2023/1/26,LC-17140,46,Male,Dress,Clothing,68,Liaoning,S,Cyan,Winter,2.8,Yes,Yes,Yes
2023/1/27,PO-18865,41,Male,Pants,Clothing,56,Jiangsu,M,Red,Winter,4.2,Yes,Yes,Yes
2023/4/6,PO-18865,32,Male,Sweater,Clothing,43,Qinghai,L,Cyan,Spring,4.4,Yes,Yes,Yes
2023/4/20,PO-18865,26,Male,Sunglasses,Accessories,99,Jiangsu,M,Turquoise,Spring,3.6,Yes,Yes,Yes
2023/5/1,BE-11335,61,Male,Belt,Accessories,56,Guangdong,L,Silver,Spring,2.7,Yes,Yes,Yes
2023/2/14,BE-11335,49,Male,Hoodie,Clothing,25,Sichuan,S,Pink,Winter,3.4,Yes,Yes,Yes
2023/11/1,BE-11335,53,Male,Pants,Clothing,74,Hubei,M,Black,Fall,2.8,Yes,Yes,Yes
2023/10/26,SC-20050,24,Male,Hoodie,Clothing,56,Liaoning,M,Green,Fall,3.4,Yes,Yes,Yes
2023/5/20,BM-11650,37,Male,Sneakers,Footwear,47,Tianjin,M,Yellow,Spring,2.6,Yes,Yes,Yes
2023/11/7,BM-11650,43,Male,Dress,Clothing,67,Shanxi,L,Purple,Fall,4.1,Yes,Yes,Yes
2023/5/27,KL-16555,31,Male,Dress,Clothing,22,Jiangsu,L,Purple,Spring,2.9,Yes,Yes,Yes
2023/5/4,KL-16555,49,Male,Jeans,Clothing,34,Guizhou,S,Blue,Spring,2.7,Yes,Yes,Yes
2023/1/26,KL-16555,69,Male,Sweater,Clothing,64,Hunan,M,Maroon,Winter,3.7,Yes,Yes,Yes
2023/6/23,RW-19630,65,Male,Shorts,Clothing,42,Shanxi,M,Orange,Summer,4.3,Yes,Yes,Yes
2023/12/4,RW-19630,41,Male,Shirt,Clothing,82,Zhejiang,L,Green,Winter,2.6,Yes,Yes,Yes
2023/3/26,RC-19825,37,Male,Belt,Accessories,81,Yunnan,XL,Gold,Spring,4.3,Yes,Yes,Yes
2023/9/12,SE-20110,70,Male,Coat,Outerwear,24,Guizhou,L,Silver,Fall,4.1,Yes,Yes,Yes
2023/4/20,SE-20110,63,Male,Sneakers,Footwear,60,Hunan,M,Cyan,Spring,4.2,Yes,Yes,Yes
2023/4/5,SE-20110,55,Male,Shirt,Clothing,24,Chongqing,M,Silver,Spring,4.2,Yes,Yes,Yes
2023/8/28,AH-10075,52,Male,Socks,Clothing,78,Shanxi,XL,Beige,Summer,3.1,Yes,Yes,Yes
2023/1/24,JM-15535,22,Male,Jeans,Clothing,88,Zhejiang,L,Teal,Winter,4.9,Yes,Yes,Yes
2023/8/4,JM-15535,54,Male,Jeans,Clothing,63,Gansu,XL,Green,Summer,4.4,Yes,Yes,Yes
2023/4/26,JJ-15760,28,Male,Sneakers,Footwear,78,Tianjin,L,Black,Spring,4.4,Yes,Yes,Yes
2023/8/14,JJ-15760,67,Male,Dress,Clothing,37,Jilin,XL,Yellow,Summer,3.4,Yes,Yes,Yes
2023/10/7,AB-10165,59,Male,Boots,Footwear,94,Guangdong,M,White,Fall,4.5,Yes,Yes,Yes
2023/11/20,AB-10165,26,Male,T-shirt,Clothing,78,Guangdong,L,Green,Fall,4.5,Yes,Yes,Yes
2023/11/28,AB-10165,24,Male,Coat,Outerwear,36,Henan,M,Silver,Fall,4.1,Yes,Yes,Yes
2023/11/22,RK-19300,62,Male,Skirt,Clothing,24,Sichuan,L,Blue,Fall,3.2,Yes,Yes,Yes
2023/8/4,CG-12040,70,Male,Sneakers,Footwear,84,Chongqing,M,Magenta,Summer,2.7,Yes,Yes,Yes
2023/1/10,CG-12040,45,Male,Jeans,Clothing,47,Hebei,S,Yellow,Winter,3.7,Yes,Yes,Yes
2023/11/20,CG-12040,58,Male,Hoodie,Clothing,51,Chongqing,L,White,Fall,2.6,Yes,Yes,Yes
2023/11/10,CG-12040,31,Male,Shoes,Footwear,84,Shandong,M,Pink,Fall,2.7,Yes,Yes,Yes
2023/11/6,RA-19885,32,Male,Shorts,Clothing,24,Guizhou,M,Magenta,Fall,2.7,Yes,Yes,Yes
2023/8/20,RP-19270,36,Male,Blouse,Clothing,97,Liaoning,S,Teal,Summer,4.8,Yes,Yes,Yes
2023/8/3,RP-19270,25,Male,T-shirt,Clothing,89,Sichuan,L,Indigo,Summer,4.8,Yes,Yes,Yes
2023/10/17,KC-16255,48,Male,Belt,Accessories,44,Shanghai,S,Maroon,Fall,2.6,Yes,Yes,Yes
2023/7/4,RW-19630,39,Male,Handbag,Accessories,35,Shandong,L,Black,Summer,4.5,Yes,Yes,Yes
2023/2/18,RW-19630,26,Male,Dress,Clothing,91,Tianjin,M,Cyan,Winter,3.2,Yes,Yes,Yes
2023/10/16,JL-15850,32,Male,Hat,Accessories,63,Jilin,L,Cyan,Fall,3.8,Yes,Yes,Yes
2023/8/7,JL-15850,54,Male,Belt,Accessories,97,Chongqing,S,Gray,Summer,4.8,Yes,Yes,Yes
2023/2/28,JL-15850,38,Male,Boots,Footwear,38,Shandong,M,Violet,Winter,4.1,Yes,Yes,Yes
2023/11/20,CA-12775,46,Male,Coat,Outerwear,24,Hubei,XL,Blue,Fall,2.8,Yes,Yes,Yes
2023/9/26,RB-19795,57,Male,Blouse,Clothing,32,Tianjin,M,Charcoal,Fall,3.9,Yes,Yes,Yes
2023/11/9,RB-19795,49,Male,Hat,Accessories,90,Zhejiang,L,Olive,Fall,4.9,Yes,Yes,Yes
2023/12/11,RB-19795,33,Male,Jeans,Clothing,36,Jiangsu,M,Olive,Winter,3.4,Yes,Yes,Yes
2023/7/3,RB-19795,54,Male,Backpack,Accessories,37,Shanghai,XL,Turquoise,Summer,4.1,Yes,Yes,Yes
2023/2/25,RB-19795,47,Male,Dress,Clothing,51,Henan,M,Cyan,Winter,2.9,Yes,Yes,Yes
2023/9/25,KH-16360,36,Male,Hat,Accessories,71,Guizhou,S,Red,Fall,3.1,Yes,Yes,Yes
2023/4/15,GH-14665,68,Male,Sunglasses,Accessories,50,Shanxi,S,Cyan,Spring,3.6,Yes,Yes,Yes
2023/5/6,GH-14665,60,Male,Hat,Accessories,74,Anhui,S,Turquoise,Spring,3.5,Yes,Yes,Yes
2023/2/2,SW-20275,55,Male,Dress,Clothing,75,Hunan,L,Lavender,Winter,3.4,Yes,Yes,Yes
2023/3/19,JA-15970,29,Male,Shirt,Clothing,99,Sichuan,XL,Cyan,Spring,2.9,Yes,Yes,Yes
2023/10/6,JA-15970,38,Male,Scarf,Accessories,23,Tibet,XL,Violet,Fall,4.7,Yes,Yes,Yes
2023/3/22,JA-15970,70,Male,Sneakers,Footwear,53,Beijing,XL,Beige,Spring,4.4,Yes,Yes,Yes
2023/1/28,DL-12925,36,Male,Skirt,Clothing,99,Shaanxi,M,Cyan,Winter,2.6,Yes,Yes,Yes
2023/9/16,LW-16990,18,Male,Jewelry,Accessories,48,Guangdong,XL,Indigo,Fall,4.4,Yes,Yes,Yes
2023/7/18,TB-21190,62,Male,Boots,Footwear,72,Guangdong,L,Olive,Summer,3.7,Yes,Yes,Yes
2023/7/23,CV-12805,29,Male,Sunglasses,Accessories,64,Liaoning,L,Green,Summer,4.4,Yes,Yes,Yes
2023/7/6,MS-17365,21,Male,Boots,Footwear,63,Shaanxi,L,Green,Summer,2.5,Yes,Yes,Yes
2023/8/7,BS-11800,42,Male,Sandals,Footwear,51,Hebei,M,Beige,Summer,2.6,Yes,Yes,Yes
2023/9/30,BS-11800,43,Male,Boots,Footwear,55,Guangxi,L,Black,Fall,5,Yes,Yes,Yes
2023/4/4,BS-11800,58,Male,Dress,Clothing,55,Hebei,M,Brown,Spring,4.9,Yes,Yes,Yes
2023/5/13,BS-11800,27,Male,Hoodie,Clothing,26,Jiangsu,S,Silver,Spring,3.7,Yes,Yes,Yes
2023/1/22,BS-11800,57,Male,Shorts,Clothing,67,Xinjiang,L,Gray,Winter,3.1,Yes,Yes,Yes
2023/2/17,BS-11800,40,Male,Coat,Outerwear,31,Yunnan,S,Pink,Winter,3.2,Yes,Yes,Yes
2023/1/23,DL-13315,45,Male,Jeans,Clothing,66,Qinghai,S,Maroon,Winter,4.4,Yes,Yes,Yes
2023/10/30,DL-13315,47,Male,Sunglasses,Accessories,67,Anhui,M,Cyan,Fall,4.3,Yes,Yes,Yes
2023/1/19,DL-13315,61,Male,Sneakers,Footwear,61,Shandong,L,Gold,Winter,3,Yes,Yes,Yes
2023/6/20,DL-13315,60,Male,Jacket,Outerwear,75,Fujian,M,Teal,Summer,3.5,Yes,Yes,Yes
2023/9/1,PO-19195,69,Male,Skirt,Clothing,90,Zhejiang,M,Beige,Fall,3.6,Yes,Yes,Yes
2023/7/10,PO-19195,58,Male,Sweater,Clothing,40,Fujian,M,Olive,Summer,3.8,Yes,Yes,Yes
2023/2/13,TD-20995,34,Male,T-shirt,Clothing,90,Shanxi,M,Gray,Winter,3.6,Yes,Yes,Yes
2023/9/26,BW-11110,20,Male,Belt,Accessories,20,Gansu,M,Black,Fall,4.6,Yes,Yes,Yes
2023/6/26,RW-19690,56,Male,Gloves,Accessories,40,Zhejiang,M,Turquoise,Summer,2.5,Yes,Yes,Yes
2023/6/28,KB-16600,64,Male,Hat,Accessories,33,Shaanxi,S,Brown,Summer,3.5,Yes,Yes,Yes
2023/4/10,EB-13870,56,Male,Boots,Footwear,98,Fujian,S,Magenta,Spring,4,Yes,Yes,Yes
2023/6/1,TZ-21580,27,Male,Belt,Accessories,42,InnerMongolia,M,Silver,Summer,3.5,Yes,Yes,Yes
2023/7/28,TZ-21580,35,Male,Coat,Outerwear,62,Guizhou,S,Red,Summer,3.2,Yes,Yes,Yes
2023/1/1,TZ-21580,24,Male,Hat,Accessories,45,Gansu,L,Indigo,Winter,3.5,Yes,Yes,Yes
2023/10/28,AS-10630,26,Male,Shoes,Footwear,78,Beijing,M,Green,Fall,3.4,Yes,Yes,Yes
2023/11/14,AS-10630,32,Male,Handbag,Accessories,80,Jiangsu,M,Gray,Fall,5,Yes,Yes,Yes
2023/11/18,AS-10630,54,Male,Scarf,Accessories,96,Zhejiang,S,Peach,Fall,4.5,Yes,Yes,Yes
2023/6/18,TS-21340,62,Male,Handbag,Accessories,47,Hebei,M,Charcoal,Summer,2.8,Yes,Yes,Yes
2023/12/18,JG-15805,50,Male,Pants,Clothing,84,Jiangsu,M,Orange,Winter,4.9,Yes,Yes,Yes
2023/8/5,JG-15805,70,Male,Shoes,Footwear,31,Fujian,M,Beige,Summer,3.1,Yes,Yes,Yes
2023/7/26,SL-20155,48,Male,Sunglasses,Accessories,63,InnerMongolia,S,Yellow,Summer,4.8,Yes,Yes,Yes
2023/10/23,TS-21610,20,Male,Shorts,Clothing,97,Hebei,XL,White,Fall,2.7,Yes,Yes,Yes
2023/11/7,RF-19735,46,Male,Jacket,Outerwear,99,Guangdong,M,Gray,Fall,4.6,Yes,Yes,Yes
2023/1/22,RF-19735,51,Male,Sandals,Footwear,90,Hebei,M,Peach,Winter,4.4,Yes,Yes,Yes
2023/10/27,MW-18235,53,Male,Shoes,Footwear,68,Shanghai,L,Violet,Fall,3.2,Yes,Yes,Yes
2023/9/5,MW-18235,44,Male,Jewelry,Accessories,80,Chongqing,M,Magenta,Fall,3,Yes,Yes,Yes
2023/4/23,RD-19585,29,Male,Sandals,Footwear,91,Gansu,L,Maroon,Spring,4.9,Yes,Yes,Yes
2023/12/13,RD-19585,64,Male,Pants,Clothing,30,Hebei,M,Cyan,Winter,3.6,Yes,Yes,Yes
2023/6/11,RD-19585,51,Male,Shoes,Footwear,90,Hebei,M,White,Summer,3.8,Yes,Yes,Yes
2023/2/16,RD-19585,50,Male,Socks,Clothing,28,Tianjin,L,Brown,Winter,2.9,Yes,Yes,Yes
2023/4/24,FM-14290,43,Male,Socks,Clothing,46,Sichuan,M,Red,Spring,3.9,Yes,Yes,Yes
2023/10/1,RH-19495,61,Male,Dress,Clothing,60,Shanghai,M,Orange,Fall,3.6,Yes,Yes,Yes
2023/3/17,RH-19495,55,Male,Shoes,Footwear,59,Sichuan,M,White,Spring,3.5,Yes,Yes,Yes
2023/2/13,RH-19495,56,Male,Hat,Accessories,68,Liaoning,M,Green,Winter,4,Yes,Yes,Yes
2023/9/12,RA-19945,33,Male,Backpack,Accessories,79,Tianjin,M,Black,Fall,4.8,Yes,Yes,Yes
2023/12/1,JK-15730,43,Male,Backpack,Accessories,94,Shandong,M,Gold,Winter,3.9,Yes,Yes,Yes
2023/10/27,MT-17815,21,Male,Pants,Clothing,83,Hebei,S,Lavender,Fall,4.5,Yes,Yes,Yes
2023/7/20,MT-17815,58,Male,Gloves,Accessories,62,Chongqing,XL,Turquoise,Summer,4.8,Yes,Yes,Yes
2023/8/2,PO-18850,41,Male,Scarf,Accessories,85,Hunan,M,Pink,Summer,2.6,Yes,Yes,Yes
2023/9/25,AT-10735,39,Male,Hoodie,Clothing,30,Jiangxi,M,Silver,Fall,3.1,Yes,Yes,Yes
2023/12/17,VG-21790,54,Male,Jeans,Clothing,24,Liaoning,XL,Gray,Winter,4.7,Yes,Yes,Yes
2023/9/17,PF-19165,43,Male,Backpack,Accessories,25,Henan,L,Indigo,Fall,2.9,Yes,Yes,Yes
2023/2/11,PF-19165,28,Male,Sandals,Footwear,37,Shaanxi,L,Teal,Winter,3.8,Yes,Yes,Yes
2023/1/19,JS-15880,59,Male,Belt,Accessories,69,Hebei,XL,Green,Winter,3.8,Yes,Yes,Yes
2023/1/31,JS-15880,28,Male,Shoes,Footwear,97,Shaanxi,M,Violet,Winter,3,Yes,Yes,Yes
2023/11/7,MO-17800,68,Male,Gloves,Accessories,24,Beijing,M,Cyan,Fall,4.1,Yes,Yes,Yes
2023/12/3,KM-16225,20,Male,Belt,Accessories,30,Guangdong,XL,Blue,Winter,3.4,Yes,Yes,Yes
2023/12/11,KM-16225,21,Male,Jacket,Outerwear,53,Chongqing,L,Orange,Winter,2.5,Yes,Yes,Yes
2023/11/8,KM-16225,50,Male,Dress,Clothing,70,Guangdong,XL,Charcoal,Fall,4.9,Yes,Yes,Yes
2023/8/22,KM-16225,32,Male,Shirt,Clothing,76,Guangdong,S,Beige,Summer,2.8,Yes,Yes,Yes
2023/7/15,GT-14710,24,Male,Scarf,Accessories,95,Sichuan,M,Black,Summer,4.5,Yes,Yes,Yes
2023/8/29,GT-14710,55,Male,Coat,Outerwear,51,Fujian,S,Lavender,Summer,4.9,Yes,Yes,Yes
2023/1/1,GT-14710,61,Male,Handbag,Accessories,41,Jilin,M,Lavender,Winter,4.9,Yes,Yes,Yes
2023/2/2,PB-19150,61,Male,Sunglasses,Accessories,71,Jiangxi,S,Turquoise,Winter,3.5,Yes,Yes,Yes
2023/12/1,HR-14770,28,Male,T-shirt,Clothing,66,Shanghai,M,Purple,Winter,3.5,Yes,Yes,Yes
2023/5/19,DE-13255,60,Male,Shirt,Clothing,84,Hubei,M,Olive,Spring,4.9,Yes,Yes,Yes
2023/2/13,DE-13255,49,Male,Handbag,Accessories,95,Guangdong,L,Turquoise,Winter,3,Yes,Yes,Yes
2023/7/21,DE-13255,33,Male,Jewelry,Accessories,90,Jiangsu,L,Teal,Summer,2.8,Yes,Yes,Yes
2023/3/16,LA-16780,45,Male,Hoodie,Clothing,36,Henan,S,Lavender,Spring,3.7,Yes,Yes,Yes
2023/7/4,LA-16780,29,Male,Gloves,Accessories,22,Hunan,M,Purple,Summer,3.6,Yes,Yes,Yes
2023/8/29,LA-16780,58,Male,Coat,Outerwear,89,Sichuan,L,Blue,Summer,3.3,Yes,Yes,Yes
2023/4/13,LA-16780,22,Male,Sandals,Footwear,50,Jiangxi,M,Teal,Spring,3.4,Yes,Yes,Yes
2023/1/27,LA-16780,55,Male,Boots,Footwear,36,Beijing,M,Lavender,Winter,4,Yes,Yes,Yes
2023/8/21,AG-10390,19,Male,Pants,Clothing,52,Sichuan,S,Silver,Summer,4.6,Yes,Yes,Yes
2023/7/21,AG-10390,68,Male,Socks,Clothing,29,Hebei,M,Olive,Summer,4.2,Yes,Yes,Yes
2023/1/3,AG-10390,61,Male,Blouse,Clothing,89,Fujian,M,Brown,Winter,2.8,Yes,Yes,Yes
2023/4/22,EL-13735,68,Male,Handbag,Accessories,47,Henan,M,Yellow,Spring,3.7,Yes,Yes,Yes
2023/6/21,JJ-15445,52,Male,Jewelry,Accessories,25,Hunan,XL,Brown,Summer,3.4,Yes,Yes,Yes
2023/10/9,JH-15430,41,Male,Pants,Clothing,74,Guangdong,XL,Cyan,Fall,3,Yes,Yes,Yes
2023/10/31,JH-15430,29,Male,Belt,Accessories,46,Beijing,M,Magenta,Fall,4.8,Yes,Yes,Yes
2023/9/16,RD-19660,68,Male,Jeans,Clothing,22,Hebei,S,Magenta,Fall,4,Yes,Yes,Yes
2023/3/30,MO-17500,36,Male,Shirt,Clothing,25,InnerMongolia,M,Orange,Spring,4.9,Yes,Yes,Yes
2023/4/20,MO-17500,55,Male,Belt,Accessories,80,Guangdong,M,Maroon,Spring,4.9,Yes,Yes,Yes
2023/10/13,NS-18640,28,Male,Jeans,Clothing,76,Hunan,M,Green,Fall,3.3,Yes,Yes,Yes
2023/5/13,NS-18640,39,Male,Jeans,Clothing,30,Guangdong,L,Teal,Spring,4.4,Yes,Yes,Yes
2023/12/19,SN-20710,54,Male,Sweater,Clothing,79,Liaoning,L,Black,Winter,3.5,Yes,Yes,Yes
2023/2/2,ZC-21910,40,Male,Sneakers,Footwear,22,Sichuan,M,Magenta,Winter,4.2,Yes,Yes,Yes
2023/11/9,ZC-21910,31,Male,Socks,Clothing,36,Hunan,S,Olive,Fall,4.2,Yes,Yes,Yes
2023/4/26,LC-16885,30,Male,Socks,Clothing,77,Jiangsu,L,Yellow,Spring,2.7,Yes,Yes,Yes
2023/6/13,LC-16885,45,Male,Sunglasses,Accessories,33,Guizhou,S,Purple,Summer,2.8,Yes,Yes,Yes
2023/11/17,DG-13300,48,Male,Sneakers,Footwear,64,Shaanxi,M,Beige,Fall,3.8,Yes,Yes,Yes
2023/12/3,DG-13300,45,Male,Socks,Clothing,53,Shanxi,M,Indigo,Winter,2.6,Yes,Yes,Yes
2023/11/23,DG-13300,60,Male,Shoes,Footwear,36,Beijing,XL,Pink,Fall,3,Yes,Yes,Yes
2023/11/12,NF-18595,59,Male,Blouse,Clothing,70,Shaanxi,M,Blue,Fall,3.3,No,Yes,Yes
2023/6/18,NF-18595,18,Male,Shorts,Clothing,96,Qinghai,L,Cyan,Summer,4.9,No,Yes,Yes
2023/2/27,NF-18595,70,Male,Jacket,Outerwear,27,Shanghai,M,Orange,Winter,3.3,No,Yes,Yes
2023/9/26,NF-18595,20,Male,Sweater,Clothing,64,Guangxi,L,Black,Fall,2.9,No,Yes,Yes
2023/4/29,BP-11185,65,Male,Jacket,Outerwear,23,Heilongjiang,S,Maroon,Spring,4.4,No,Yes,Yes
2023/5/2,BP-11185,29,Male,Scarf,Accessories,33,Yunnan,L,Violet,Spring,3.1,No,Yes,Yes
2023/3/1,MG-17650,22,Male,Jacket,Outerwear,34,Jiangsu,M,Beige,Spring,2.5,No,Yes,Yes
2023/8/31,JD-16060,27,Male,Sweater,Clothing,35,Chongqing,S,Gray,Summer,2.6,No,Yes,Yes
2023/9/22,TS-21160,36,Male,Coat,Outerwear,62,InnerMongolia,M,Gray,Fall,4.4,No,Yes,Yes
2023/3/12,TS-21160,59,Male,Boots,Footwear,75,Heilongjiang,M,Brown,Spring,2.6,No,Yes,Yes
2023/7/10,TS-21160,62,Male,Hoodie,Clothing,29,Henan,S,Indigo,Summer,3.3,No,Yes,Yes
2023/12/1,TS-21160,34,Male,Hat,Accessories,28,InnerMongolia,M,Violet,Winter,3.5,No,Yes,Yes
2023/11/29,TS-21160,59,Male,T-shirt,Clothing,20,Fujian,XL,Blue,Fall,4.1,No,Yes,Yes
2023/8/4,TS-21160,49,Male,Coat,Outerwear,96,Jiangxi,M,Red,Summer,4,No,Yes,Yes
2023/1/7,BD-11620,18,Male,Dress,Clothing,43,Fujian,S,Peach,Winter,2.7,No,Yes,Yes
2023/9/14,CM-12160,55,Male,Shirt,Clothing,94,Guizhou,M,Olive,Fall,2.5,No,Yes,Yes
2023/3/25,RB-19795,38,Male,Skirt,Clothing,81,Shandong,XL,White,Spring,4.3,No,Yes,Yes
2023/5/1,SN-20560,50,Male,Jewelry,Accessories,75,Jiangxi,M,Magenta,Spring,3.3,No,Yes,Yes
2023/4/20,EH-14005,61,Male,Hat,Accessories,81,Anhui,M,Beige,Spring,2.6,No,Yes,Yes
2023/6/1,FO-14305,48,Male,Shorts,Clothing,92,Guangdong,L,Gold,Summer,3.5,No,Yes,Yes
2023/9/19,MS-17710,22,Male,Scarf,Accessories,96,Anhui,XL,Purple,Fall,4,No,Yes,Yes
2023/6/23,MS-17710,48,Male,Jewelry,Accessories,71,Fujian,S,White,Summer,2.6,No,Yes,Yes
2023/11/18,MS-17710,57,Male,Sunglasses,Accessories,50,Qinghai,L,Indigo,Fall,4.9,No,Yes,Yes
2023/10/13,CC-12100,33,Male,Coat,Outerwear,72,Guangdong,L,Charcoal,Fall,2.9,No,Yes,Yes
2023/12/16,DW-13540,58,Male,Jacket,Outerwear,28,Guizhou,M,Pink,Winter,3.7,No,Yes,Yes
2023/8/29,DW-13540,37,Male,Sweater,Clothing,59,Shanghai,M,Silver,Summer,4.4,No,Yes,Yes
2023/12/26,DW-13540,18,Male,Coat,Outerwear,33,Sichuan,S,Blue,Winter,4.4,No,Yes,Yes
2023/6/25,BT-11395,65,Male,Scarf,Accessories,59,Henan,L,Blue,Summer,3.8,No,Yes,Yes
2023/10/3,BT-11395,62,Male,Belt,Accessories,30,Liaoning,XL,Brown,Fall,4.5,No,Yes,Yes
2023/5/1,KD-16270,54,Male,Hat,Accessories,85,Henan,XL,Cyan,Spring,2.6,No,Yes,Yes
2023/8/18,KD-16270,35,Male,Backpack,Accessories,97,Guangdong,L,Teal,Summer,3.3,No,Yes,Yes
2023/4/7,KD-16270,34,Male,T-shirt,Clothing,36,Shanghai,S,Purple,Spring,4.1,No,Yes,Yes
2023/9/26,KD-16270,25,Male,Jewelry,Accessories,85,Jiangsu,M,Turquoise,Fall,3,No,Yes,Yes
2023/10/20,LC-16870,53,Male,Sunglasses,Accessories,62,Anhui,M,Olive,Fall,3,No,Yes,Yes
2023/1/6,CY-12745,45,Male,Jeans,Clothing,71,Qinghai,S,White,Winter,3.4,No,Yes,Yes
2023/10/18,CY-12745,49,Male,Pants,Clothing,21,Shanghai,M,Turquoise,Fall,2.7,No,Yes,Yes
2023/1/10,LW-16990,40,Male,Backpack,Accessories,61,Jiangsu,M,Silver,Winter,3.8,No,Yes,Yes
2023/6/7,LW-16990,38,Male,Scarf,Accessories,58,Jiangsu,M,Violet,Summer,4.2,No,Yes,Yes
2023/6/10,NP-18325,44,Male,Sweater,Clothing,80,Fujian,L,Lavender,Summer,4.7,No,Yes,Yes
2023/1/22,NP-18325,68,Male,Jewelry,Accessories,50,Guangdong,L,Magenta,Winter,4.1,No,Yes,Yes
2023/6/19,BT-11485,60,Male,Sneakers,Footwear,48,Sichuan,S,Indigo,Summer,4.2,No,Yes,Yes
2023/3/3,BT-11485,25,Male,Jewelry,Accessories,40,Ningxia,M,Black,Spring,4.8,No,Yes,Yes
2023/11/8,PS-19045,19,Male,Coat,Outerwear,34,Yunnan,S,Peach,Fall,3,No,Yes,Yes
2023/1/27,PS-19045,57,Male,Coat,Outerwear,46,Anhui,S,Beige,Winter,2.6,No,Yes,Yes
2023/12/13,NS-18640,58,Male,Sunglasses,Accessories,27,Guangdong,M,Black,Winter,3.2,No,Yes,Yes
2023/8/8,PV-18985,49,Male,Handbag,Accessories,98,Shanxi,S,Turquoise,Summer,3.6,No,Yes,Yes
2023/2/6,PV-18985,19,Male,Sweater,Clothing,73,Guangdong,M,Peach,Winter,2.6,No,Yes,Yes
2023/12/12,PV-18985,50,Male,Pants,Clothing,28,Hubei,L,Gold,Winter,4.4,No,Yes,Yes
2023/2/8,PV-18985,30,Male,Gloves,Accessories,76,Sichuan,XL,Silver,Winter,3,No,Yes,Yes
2023/9/24,RP-19390,52,Male,Sweater,Clothing,83,Hubei,M,Peach,Fall,2.9,No,Yes,Yes
2023/12/1,RP-19390,35,Male,Hoodie,Clothing,23,Shanghai,S,Charcoal,Winter,4.3,No,Yes,Yes
2023/7/10,NM-18520,35,Male,Hat,Accessories,28,Hubei,M,Beige,Summer,3.1,No,Yes,Yes
2023/6/9,EH-13945,33,Male,T-shirt,Clothing,83,Fujian,S,Olive,Summer,3,No,Yes,Yes
2023/2/13,EH-13945,52,Male,Skirt,Clothing,96,Anhui,L,Violet,Winter,3.6,No,Yes,Yes
2023/8/11,EH-13945,69,Male,Sneakers,Footwear,62,Hebei,M,Peach,Summer,2.8,No,Yes,Yes
2023/8/24,EH-13945,27,Male,Shorts,Clothing,25,Sichuan,M,Teal,Summer,2.8,No,Yes,Yes
2023/2/12,EH-13945,66,Male,Hoodie,Clothing,97,Hebei,L,Violet,Winter,4.9,No,Yes,Yes
2023/2/15,EH-13945,28,Male,Hoodie,Clothing,61,Jiangsu,L,Cyan,Winter,3,No,Yes,Yes
2023/2/14,EH-13945,22,Male,Shoes,Footwear,66,Hubei,S,Olive,Winter,4.1,No,Yes,Yes
2023/9/5,EH-13945,69,Male,Hoodie,Clothing,67,Shandong,XL,Pink,Fall,4.6,No,Yes,Yes
2023/9/11,RA-19915,28,Male,Sunglasses,Accessories,80,Shanghai,M,Purple,Fall,4.8,No,Yes,Yes
2023/6/19,RA-19915,55,Male,Skirt,Clothing,25,Sichuan,L,Violet,Summer,2.6,No,Yes,Yes
